instance_id,título,text
FC0RZP,Renzo Prieto,"Renzo Prieto es un político venezolano fue elegido como el diputado suplente de la Asamblea Nacional de la diputada Gaby Arellano. Prieto fue detenido el 10 de mayo de 2014 en un centro comercial en Caracas por alrededor de treinta funcionarios del Servicio Bolivariano de Inteligencia Nacional (SEBIN) y de la Dirección General de Contrainteligencia Militar (DGCIM), quienes no se identificaron ni presentaron orden de detención. Prieto fue trasladado a las instalaciones del SEBIN, donde fue interrogado bajo procedimientos intimidatorios y de violencia psicológica. Según informes de sus allegados, también se le impidió la presencia de un abogado.[1]​ La audiencia preliminar de Renzo fue diferida en seis oportunidades, hasta que se le imputaron los delitos de obstrucción contra la seguridad en la vía pública en grado de complicidad, asociación para delinquir y fabricación ilícita de armas en la modalidad de explosivos en grado de complicidad. En el 73º período de sesiones del Grupo de Trabajo sobre la Detención Arbitraria de las Naciones Unidas, entre el 31 de agosto y el 4 de septiembre de 2015, el grupo calificó la detención de Prieto como arbitraria, producirse como represalia al ejercicio de sus derechos a las libertades de opinión, expresión y participación en la vida política de Venezuela. Debido a que el Estado no presentó fundamentos que justificaran su detención,  el Grupo de Trabajo recomendó al gobierno llevar a cabo su liberación inmediata.[1]​ A pesar de estar detenido, Prieto resultó elegido como diputado suplente de Gaby Arellano en las elecciones parlamentarias de 2015.[2]​ Entre el 4 y 17 de diciembre de 2016, Renzo realiza una huelga de hambre en El Helicoide junto con otros 13 detenidos para llamar la atención sobre sus casos. En 2017 participó en varias protestas realizadas por un grupo de detenidos en el Helicoide, las cuales según familiares generó castigos como aislamiento, la prohibición de visitas de familiares y abogados y el impedimento del acceso a la luz solar. La audiencia preliminar de apertura de juicio de Prieto fue diferida al menos 32 veces porque los funcionarios del SEBIN se negaban a trasladarlo a los tribunales. Según la legislación venezolano, la audiencia preliminar debió haberse efectuado dos meses y medio después de su arresto, y después de cumplirse dos años sin haberse iniciado el juicio Prieto debió continuar el proceso en libertad.[1]​ Después de estar detenido por cuatro años, durante los cuales no recibió atención médica, fue excarcelado junto con el diputado Gilber Caro y otros 40 presos políticos.[2]​ En 2020, durante una manifestación de Juan Guaidó, en protesta contra la disrupción de las elección de la Comisión Delegada de la Asamblea Nacional de Venezuela de 2020, Renzo Prieto fue detenido junto a otros dos diputados. Estos dos últimos fueron liberados, pero Prieto fue llevado en custodia.[3]​ "
9TN0NX,Citroën XM,"El Citroën XM es un automóvil de turismo del segmento E producido por el fabricante francés Citroën entre 1989 y 2000. Citroën vendió 333.775 unidades de este modelo durante los 11 años en que fue producido. El XM fue elegido en 1990 como el Coche del Año en Europa,[3]​ ganando además otros 14 premios. Lanzado al mercado el 23 de mayo de 1989, el XM es una versión moderna del Big Citroën, reemplazante del Citroën CX. A partir de esa fecha se vendió inicialmente en Francia y en octubre de 1989 se inició su venta en versiones con volante al costado derecho para el Reino Unido. La versión familiar del XM, denominada Break, fue estrenada a inicios de 1991, en momentos que todavía seguía en producción la versión familiar del CX. El XM heredó una leal cartera global de clientes de clase ejecutiva con una clara imagen corporativa, pero que no disfrutó del éxito comercial y del estatus icónico que tuvieron sus predecesores CX y DS, quienes tecnológicamente se pusieron por encima de otros fabricantes automotores generalistas.[4]​ El esbelto y bien proporcionado diseño de Bertone, es la conclusión del diseño de Gandini para el BX. Su aspecto se inspiró en gran medida en el Citroën SM de los años 1970, el cual tenía una estética similar, aunque más rica en líneas rectas además de estar diseñado para satisfacer altos números de producción a un bajo costo. En este modelo hubo muchos avances, la mayoría aparentemente destinados a contrarrestar las críticas al ya clásico CX. El CX se inclinaba mucho en las curvas, por lo que en el XM se desarrolló un sistema de suspensión electrónica; además, la carrocería del CX se oxidaba, por lo que la del XM fue galvanizada parcialmente (muchos de los XM en la actualidad tienen muy poca corrosión). También fue importante el avance en cuanto al n.º de cilindros del motor, ya que el CX solo se ofrecía con motores de cuatro cilindros (de hasta 168 CV en el modelo GTI turbo), mientras que el XM se lanzó desde el principio con motores de cuatro cilindros y un motor 3.0 L V6, el primer motor de este tipo en un Citroën desde el motor de Maserati para el SM en 1970. Durante sus 10 años de carrera comercial el XM sufrió varios cambios, aunque el más importante es el que tuvo lugar en 1994, con un rediseño del interior, algunos detalles exteriores de la carrocería y cambios en algunas mecánicas, pasando a ser llamado XM serie 2 (Y4). La segunda edición del modelo sufrió algún retoque estético exterior, además de hacer el puesto de conducción algo más ergonómico. Hubo mejoras en los acabados interiores y en el equipamiento de seguridad de forma especial, ya que más cerca del final de la producción, apareció la disponibilidad de los airbag laterales, estando el ABS disponible desde años antes. El confort de marcha del Citroën XM era superlativo, con unos estupendos asientos, una excelente suspensión típica de los Citroën más lujosos, y una gran superficie acristalada. Cinco personas podían y pueden viajar con comodidad en este amplio automóvil. El XM comparte la plataforma comercial con el Peugeot 605 (ambos tuvieron similares problemas y la misma aceptación en el mercado). El XM se ofrecía con carrocerías liftback de cinco puertas y familiar de cinco puertas, al contrario que el 605, que existía únicamente con carrocería sedán de cuatro puertas. Este modelo heredó una leal clientela ejecutiva a nivel mundial y una clara imagen de marca, pero solo gozó del éxito comercial y el reconocimiento de sus predecesores DS y CX, durante los primeros años de su lanzamiento. Los mercados que importaron el XM experimentaron un bajo nivel de ventas, al igual que el mercado local, después de los problemas eléctricos que hicieron del XM un modelo más conocido aún. El XM menos costoso era un 50% más caro en su lanzamiento respecto al CX. A pesar de ello, se vendió bien los primeros dos años. Por desgracia, sufrió fallos eléctricos debido a un exceso de ahorro en algunos conectores eléctricos, debido a las dificultades financieras que tenía la empresa matriz en ese tiempo. Los encargados de la electricidad de este modelo, fueron despedidos inmediatamente por la empresa. Dichos problemas se resolvieron en años posteriores al de su lanzamiento, pero la mala fama acompañaría a éste vehículo hasta el final de su carrera comercial. No obstante, su calidad de realización global y fiabilidad de la mayoría de los motores pueden considerarse en muchos aspectos más que satisfactorios, especialmente en los XM serie 2, a partir de 1994. Además se modernizó el sistema de suspensión incorporando la Hidractiva II del Xantia, lo que permitía mejorar el confort y la estabilidad del vehículo. Con solo 330.000 unidades vendidas y la no continuidad inmediata, se puede considerar al XM como un fracaso comercial, sobre todo en mercados como el Reino Unido, donde la demanda se redujo a solo unas cuantas compras a finales de los años 90. Pero, a pesar de compartir orígenes con el Peugeot 605, el XM aún puede resurgir como auto de colección, como hicieron en su día el CX y el DS. En 1992 se presentó un concept denominado Citroën XM V6 Turbo Limousine Palace que era una versión alargada de este. "
66NVR8,Calzadilla de los Hermanillos,"Calzadilla de los Hermanillos es una villa española, perteneciente al municipio de El Burgo Ranero, en la provincia de León y la comarca de Tierra de Campos, en la Comunidad Autónoma de Castilla y León. Los terrenos de Calzadilla de los Hermanillos limitan con los de Villamuñío y Castellanos al norte, Villamol al este, Calzada del Coto al sureste, Bercianos del Real Camino al sur, Las Grañeras al suroeste y El Burgo Ranero al oeste. Por esta villa pasa el Camino de Santiago a través de la conocida como Vía Trajana, senda que une a Calzadilla con la localidad de Calzada del Coto y sigue hasta la localidad de Mansilla de las Mulas. Este camino era muy transitado por los habitantes de épocas pasadas, con el objetivo de llegar a la villa de Sahagún, núcleo de mayor población de la comarca. La localidad ha estado dedicada, a lo largo de su historia, a la agricultura y la ganadería. Destaca el cultivo de trigo, cebada, avena y otros cereales, así como el pastoreo de rebaños de ovinos y bovinos. Estos trabajos se continúan ejerciendo hoy en día, si bien en menor medida, dada la emigración de gran parte de las últimas generaciones a núcleos urbanos repartidos por toda la geografía española. En este sentido, es importante destacar provincias como Asturias, Valladolid o León como lugar de residencia de parte de la generación que optó por emigrar. Sin embargo, por extraño que parezca, no sólo en provincias contiguas a la de León se encuentran familias descendientes de Calzadilla, sino que otras más lejanas como Barcelona o, sobre todo, Vizcaya en mayor medida, fueron el destino de muchos habitantes del pueblo. Es curioso mentar el caso de la localidad vizcaína de Guernica, en la cual convive un gran número de familias descendientes de Calzadilla, siendo uno de los núcleos en los que reside mayor número de descendientes del pueblo. En todo caso, a pesar de la recurrente emigración de los habitantes de Calzadilla desde los años 50, éstos han mostrado un gran apego por la tierra, volviendo a la misma en época vacacional. Contradiciendo la tendencia general de los pueblos de la región, en los cuales cada vez hay menor número de personas que eligen a los mismos como destino vacacional, en Calzadilla se da un curioso caso en el que, sobre todo para los días de la fiesta patronal de San Bartolomé, la gran mayoría de casas vacías en invierno, se llenan de familias que conviven unos días recordando lo que un día fue el pueblo. Bien es cierto que el paso del Camino de Santiago por la villa es un gran estímulo para la llegada de turistas que dan vida a la localidad, sin embargo ésta ha sabido aprovechar el tirón de esta ruta, poniendo a disposición de los peregrinos un albergue municipal. Asimismo, el pueblo cuenta con dos albergues privados con servicio de comidas, dos bares, un restaurante y una pequeña tienda en el centro, que si bien puede parecer escasa a primera vista, en ella se podrá encontrar gran variedad de productos de la tierra, servidos por un amable tendero que lleva tanto tiempo en la profesión como años tiene, y que supone uno de los grandes sustentos de la localidad, punto de encuentro para pequeños y mayores. Además, en comparación con los pueblos de la comarca y a la vista de la cantidad de familias que disfrutan del pueblo en época estival, muchas de éstas han optado por la fabricación de segundas residencias en la villa, permitiendo la renovación de las casas y dotando al pueblo de una nueva cara. El pueblo ha ido, poco a poco, renovando sus infraestructuras, dejando, en su mayoría, bonitas estampas en calles, plazas y parques, gracias, en parte, al apoyo del Ayuntamiento. Las fiestas patronales honran a San Bartolomé, y se suelen celebrar del 21 al 25 de agosto, siendo el día 24 día grande de las mismas. Como manda la tradición, las fiestas son, año a año, gestionadas por los ""Kintos"", grupo formado por las personas que en ese año cumplen 20 años. Ellos son los encargados de contactar con orquestas y proveedores, además de sostener al santo durante la procesión del día 24 y poner en marcha bonitos campeonatos deportivos y de juego. En este sentido, cabe citar el Campeonato de Pelota a Mano, el Campeonato de Futbito u otros como el Campeonato de Mus o Tute. Mención especial merece el Campeonato de Parchís, al cual se apuntan pequeños y mayores en busca de inscribir su nombre entre los ganadores de tan preciado trofeo. "
QK8JNQ,Ramnagar (Barabanki),"Ramnagar es un pueblo y nagar Panchayat situado en el distrito de Barabanki en el estado de Uttar Pradesh (India). Su población es de 14255 habitantes (2011). Según el  censo de 2001 la población de Ramnagar era de 12416 habitantes, de los cuales el 53% eran hombres y el 47% eran mujeres.[2]​ Ramnagar tiene una tasa media de alfabetización del 52%, inferior a la media nacional del 59,5%: la alfabetización masculina es del 59%, y la alfabetización femenina del 45%. "
8SMU33,Santo Tomás Mazaltepec,"Santo Tomás Mazaltepec es un municipio localizado en Oaxaca, en el Sudoeste de México. Su superficie total es de 49,86 km cuadrados. La tasa de fecundidad femenina es de 2,89 hijos por mujer. El porcentaje de analfabetismo entre los adultos es del 6.71 % (5.63 % en los hombres y 7.64 % en las mujeres) y el grado de escolaridad es de 6.62 (6.64 en hombres y 6.61 en mujeres). El 49.31 % de los adultos habla alguna lengua indígena.[4]​ El municipio pertenece al segundo distrito electoral federal con cabecera en Teotitlán de Flores Magón y al segundo distrito electoral local con cabecera en Villa de Etla.[5]​ El nombre Mazaltepec significa «Cerro de Venados», viene de las voces Mazaltl (Venado) y Tepetl (Cerro).[5]​ Su historia comienza desde el período prehispánico. De acuerdo a las exploraciones realizadas alrededor de los '90, esta zona ya era habitada por colonos hace más de 2.400 años. Los restos encontrados consistían en trozos de vasijas de barro cocido, con una antigüedad de 500 a 100 años antes de Cristo. Este tiempo coincide con la fundación del pueblo y cuando se estableció la capital de Monte Albán. Se calcula que los primeros habitantes aborígenes vivieron entre el año 1000 y 1500.[5]​ Se encuentra localizado en la parte central del Estado, en la región de los Valles Centrales, pertenece al distrito Etla. Su ubicación exacta es en las coordenadas 17° 10′ Latitud Norte, 96° 52′ Longitud Oeste.
Limita al norte con el municipio de San Andrés Zautla, al sur con San Felipe Tejalapa, al oriente con San Andrés Zautla, y al poniente con el municipio de Santa María Peñoles. La distancia aproximada de Santo Tomás Mazaltepec con respecto a la capital del Estado es de 29 km. Su superficie es montañosa, y en ella se encuentran los Cerros Colorado, Cañada, Culebra y Hualache, y los Montes Altar, de la Culebra, de Grillo y de Fresnal. La serranía que se observa al sur del asentamiento de la población es considerada como el inicio del Nudo Mixteco. De los montes bajan dos ríos que se unen a unos 500 metros antes de llegar al asentamiento de la población, formando un solo río que corre primero hacia el norte y luego hacia el este, a unos 400 metros del pueblo, donde recibe el nombre de Mazaltepec. Posteriormente el río recorre Zautla donde toma su nombre y sigue su curso hacia el este. "
UMG1LQ,Sportclub Young Fellows Juventus,"El SC Young Fellows Juventus es un equipo de fútbol de Zúrich, Suiza, que milita en la 1. Liga Promotion, la tercera liga de fútbol más importante del país. El primer paso importante para FC Young Fellows en el centro de atención nacional fue el subcampeonato de 1907 por detrás del Geneva Servette FC. El éxito se repitió en 1923, esta vez por detrás del FC Bern. A esto le siguió la final de la Copa Suiza 1926/27, que se perdió en abril de 1926 ante su rival local Grasshoppers, entrenado por Dori Kürschner, con un marcador de 1:3. Entre 1924 y 1937, los Young Fellows jugaron en el estadio de Förrlibuck. En 1933, fueron miembros fundadores de la Liga Nacional durante casi medio siglo, hasta 1952, cuando fueron el único club, aparte de Servette, que siempre jugó en la división más alta. En 1992 el FC Young Fellows (fundado en 1903)[1]​  se fusionó con el SCI Juventus Zurigo (fundado en 1922). Los Young Fellows trajeron la tradición y la excelencia del primer equipo al ""matrimonio"", el Juventus, un gran departamento juvenil. Young Fellows logró ganar la Copa de Suiza en una ocasión en 2 finales que jugó, y llegó a participar en la Nationalliga A, en la cual jugó más de 55 partidos;[2]​ mientras que el Juventus Zurigo no ganó títulos importantes en su historia.  "
0SP4BH,Islas Cíclope,"La Islas Cíclope (en italiano: Isole Ciclopi[1]​ o bien isole dei Ciclopi, o faraglioni dei Ciclopi o di Aci Trezza) son un pequeño archipiélago de Sicilia, en la Italia insular. Las islas Cíclope, están incluidas en el área marina protegida Islas Cíclope (Area marina protetta Isole Ciclopi), en territorio de la comuna de Aci Castello. El archipiélago se compone de: Otros cuatro escollos dispuestas en forma de un arco.  "
FNYQWR,Henry Levin,"Henry Levin (Trenton, Nueva Jersey, 5 de junio de 1909 - California, 1 de mayo de 1980) fue un actor y director de cine estadounidense, aunque sería más reconocido en esta segunda faceta. Levin comienza su carrera artística como actor de teatro, aunque sería más reconocido por su faceta de director de cine. Irrumpió en el mundo del cine como director de diálogos en 1943 por Dangerous Blondes y Appointment in Berlin, después obtendría un contrato como director con Columbia Pictures. Uno de sus películas más logradas fue la adaptación de la novela de Julio Verne Viaje al centro de la tierra (1959), protagonizada por James Mason. En la década siguiente firmó, entre otras: la superproducción Genghis Khan; los títulos de agentes secretos Bésame y no me mates, Matt Helm, agente muy especial y Emboscada a Matt Helm, estos dos últimos protagonizados por Dean Martin y que suponían una respuesta algo más desenfadada a la serie Bond; y el western La marca de Caín, con Jack Palance y Vince Edwards. Al final de su carrera, hizo trabajos para la televisión, dirigiendo algunos capítulos de Knots Landing en 1979. Su último trabajo sería el telefilm Scout's Honor, muriendo en el último día de producción. Aunque trabajó como actor, tan solo estuvo acreditado en una producción, un episodio de la serie de televisión de 1974 Planet of the Apes. "
GQUZCT,Magnolia (Carolina del Norte),"Magnolia es un pueblo ubicado en el condado de Duplin en el estado estadounidense de Carolina del Norte. La localidad en el año 2000, tenía una población de 932 habitantes en una superficie de 2.7 km², con una densidad poblacional de 347.5 personas por km².[2]​ Magnolia se encuentra ubicado en las coordenadas 34°53′44″N 78°3′18″O﻿ / ﻿34.89556, -78.05500. Según la Oficina del Censo, la localidad tiene un área total de 2,7 km² (1 mi²), de la cual 2,7 km² (1 mi²) es tierra y 0 km² (0 mi²) (0.0%) es agua. El siguiente diagrama muestra a las localidades en un radio de 16 kilómetros (9,9 mi) de Magnolia. En el 2000[3]​ la renta per cápita promedia del hogar era de $22.269, y el ingreso promedio para una familia era de $25.962. El ingreso per cápita para la localidad era de $10.628. En 2000 los hombres tenían un ingreso per cápita de $17.857 contra $20.568 para las mujeres. Alrededor del 25.40% de la población estaba bajo el umbral de pobreza nacional.[4]​  "
J4KVUX,Catalina de Brandeburgo,"Catalina de Brandeburgo (en alemán: Katharina von Brandenburg; en húngaro: Brandenburgi Katalin; Königsberg, 26 de mayo de 1602-Schöningen, 27 de agosto de 1644) fue una noble alemana, perteneciente a la Casa de Hohenzollern. Portó el título de princesa de Transilvania de 1629 a 1630, y luego fue princesa de Sajonia-Lauenburgo por su segundo matrimonio. Era la cuarta y última hija del elector Juan Segismundo I de Brandeburgo y de la duquesa Ana de Prusia. Era la hermana menor del futuro elector Jorge Guillermo I de Brandeburgo. Se casó el 2 de marzo de 1626 con Gabriel Bethlen, príncipe de Transilvania. De esta unión nacieron tres hijos que fallecieron a temprana edad. Antes de la muerte de su marido, la Gran Asamblea de Transilvania la escogió como su sucesora. De esta forma, ocupó el trono del principado desde el 15 de noviembre de 1629 hasta el 21 de septiembre de 1630. Posteriormente, Catalina decidió abdicar a favor de su cuñado, Esteban Bethlen, por su inclinación al catolicismo, sus amoríos con el conde Istvan Csáky, y su incapacidad para imponerse en las disputas por el trono. En 1633, se convirtió al catolicismo. Regresó a Alemania, donde se casó en 1639 con el príncipe Francisco Carlos de Sajonia-Lauenburgo. De su segundo matrimonio no tuvo descendencia. "
T6ABBD,Varvarin (pueblo),"Varvarin es una población rural de la municipalidad de Varvarin, en el distrito de Rasina, Serbia.[1]​ Hasta 2011 la población era de 1587 habitantes.[1]​ "
U0PAXB,"Have You Seen Your Mother, Baby, Standing in the Shadow?","«Have You Seen Your Mother, Baby, Standing in the Shadow?» —en español: «¿Has visto a tu madre, nena, parada entre las sombras?»— es una canción de rock del grupo británico The Rolling Stones. Fue lanzada como sencillo en septiembre de 1966 y posteriormente incluida en el álbum recopilatorio Big Hits (High Tide and Green Grass). La canción está acreditada al dúo Mick Jagger y Keith Richards. Se dice que esta fue la primera canción que Richards compuso en el piano a pesar de que no lo interpreta en la versión final. Jack Nitzsche, amigo de la banda y ocasional pianista, es acreditado en los registros de grabación como el pianista junto con el multinstrumentista Brian Jones. Cuando la banda hizo el playback de la canción en The Ed Sullivan Show en octubre de 1966, Richards cumple el rol de pianista y Jones toca la guitarra.[1]​ Lo más característico de la canción es su famoso arreglo de trompas (hecho por Mike Leander) y el uso del feedback en las guitarras.[2]​ Los Stones han manifestado su descontento con el resultado final de la grabación, lamentando la pérdida de la fuerte sección rítmica de las sesiones de grabación. El final presenta a una guitarra distorsionada, después de todos los otros instrumentos, así como los vocalistas abandonan la canción. La canción fue grabada a finales del verano de 1966 durante las primeras sesiones de lo que se convertiría en el álbum Between the Buttons. El sencillo es famoso por su portada en donde los integrantes de la banda están vestidos como mujeres. El vídeo promocional de Peter Whitehead fue uno de los primeros videoclips. Se publicó como sencillo el 23 de septiembre de 1966 de manera simultánea en Estados Unidos y el Reino Unido, alcanzando el puesto 5 y 9 en las listas respectivas. El lado B que acompaña en el sencillo es «Who's Driving Your Plane?», una pista blusera que, por razones desconocidas, fue titulado equivocadamente «Who's Driving My Plane?» en los Estados Unidos. Como una de las favoritas de los fanes, la canción aparece en muchos recopilatorios de éxitos y fue grabada para el álbum en vivo Got Live If You Want It!. En el álbum compilatorio del año 2002 Forty Licks el título de la canción fue abreviado como «Have You Seen Your Mother Baby?». Los Stones solo tocaron en vivo la canción en un lapso de doce días, durante el British Tour 1966, año en que fue publicada. La versión que aparece en el álbum en directo Got Live If You Want It! es una de esas escasas ocasiones en que la canción fue interpretada en vivo. Después, nunca más volvió a ser interpretada en directo por el grupo. Sin embargo, Mick Jagger en solitario la cantó una vez en 1993, durante el único concierto promocional que hizo del álbum Wandering Spirit. El concierto fue celebrado en Nueva York. Acreditados:[3]​ "
CZ021N,Anexo:Quinta temporada de Got Talent España,"La quinta temporada del programa de televisión Got Talent España se emitió en Telecinco desde el 16 de septiembre de 2019 hasta el 16 de diciembre de 2019. El concurso de talentos, conducido con Santi Millán y producido por Fremantle, contó con el jurado formado por Paz Padilla, Dani Martínez, Edurne y Risto Mejide. El ganador de la quinta edición fue el tamborilero Hugo Molina, fue el ganador más joven de la historia de Got Talent con solo 3 años.[1]​ La quinta edición consiguió una audiencia media de 2.345.000 espectadores y 21,7% de cuota de pantalla.[2]​ Los miembros del jurado que estuvieron en la quinta temporada fueron Paz Padilla, Dani Martínez[3]​, Edurne y Risto Mejide, también volvió a ser presentada por Santi Millán.[4]​ "
MEVM3Y,Patricia Chéreau,"Patricia Chereau (Nacida el 12 de abril de 1977 en Tourses) es una karateca francesa conocida para haber conseguido los títulos de campeona de Francia, de Europa y del mundo en kumite femenino en la categoría de menos de 60 kilos y por equipos.[1]​ "
7LXP90,Diabrotica panchroma,Diabrotica panchroma es una especie de insecto coleóptero de la familia Chrysomelidae. Fue descrita científicamente en 1955 por Bechyne.[1]​ 
294YJW,Madián,"Los Montes Madián (en árabe: جِبَال مَدْيَن, romanizado: Jibāl Madyan) son una zona montañosa de la región del Hiyaz, en Arabia Saudita, que se extiende por la costa del mar Rojo y del golfo de Aqaba hasta llegar a la frontera jordana.[1]​[2]​ Está habitada fundamentalmente por beduinos, siendo Duba la ciudad más importante. "
OBBOYV,Sejerslev,"Sejerslev es una localidad situada en el municipio de Mors, en la región de Jutlandia Septentrional (Dinamarca), con una población en 2012 de unos 356 habitantes.[1]​ Se encuentra ubicada en la isla de Mors, en el estrecho de Limfjord, el cual separa la isla de Vendsyssel-Thy del resto de la península de Jutlandia. "
AXVL05,Agrilus molitor,"Agrilus molitor es una especie de insecto del género Agrilus, familia Buprestidae, orden Coleoptera. Fue descrita científicamente por Abeille de Perrin, 1897.[1]​[2]​ "
P9WGFE,Anexo:Cónclaves,"Desde 1059 ha habido 110 elecciones papales que han elegido Papas reconocidos como legítimos por la Iglesia católica. Anteriormente no había un proceso fijado para la sucesión papal, y los Papas eran seleccionados a menudo con la participación de laicos, o simplemente puestos en el cargo. Sin embargo, la bula In Nomine Domini, promulgada por Nicolás II en 1059, limitó el sufragio a los miembros del Colegio Cardenalicio.[1]​ A partir de 1276, las elecciones papales han tomado la forma de cónclave, que es una elección que sigue unas normas y procedimientos establecidos por primera vez en la bula Ubi periculum, promulgada en 1274 por Gregorio X durante el Segundo Concilio de Lyon, y desarrollada por bulas posteriores. La observancia del cónclave varió entre 1276 y 1294, pero desde este último año todas las elecciones papales han seguido procedimientos relativamente similares. Aunque los cardenales se han reunido históricamente en varios lugares dentro y fuera de Roma, solo cinco elecciones desde 1455 se han celebrado fuera del Palacio Apostólico. 28 elecciones papales se han celebrado fuera de Roma, en: Tres elecciones se celebraron en varios lugares a lo largo de su duración: la de 1268-1271, la de 1292-1294 y la de 1314-1316. Por siglos, las elecciones papales han sido:  Concatedral de San Cesáreo de Terracina, sede de la primera elección papal celebrada fuera de Roma. La elección de 1119 tuvo lugar en la Abadía de Cluny, debido a la expulsión de Gelasio II por el emperador Enrique V tras la Querella de las Investiduras. Los Magistrados de Viterbo retiraron el tejado del Palacio Papal durante la elección de 1268-1271 y expulsaron a dos cardenales electores del palacio en la elección de 1280-1281. El Palacio Papal de Aviñón, sede de la mayoría de los cónclaves durante el Papado de Aviñón. La Catedral de Constanza, sede del Concilio de Constanza, última elección papal celebrada fuera de Italia. El cónclave de 1799-1800 se celebró en el monasterio de San Giorgio Maggiore en Venecia, el último celebrado fuera de Roma. La primera elección papal tras la promulgación de In Nomine Domini (1059) se celebró en San Pietro in Vincoli en lugar de en la Antigua Basílica de San Pedro, debido a la fuerte oposición a la nueva forma de elección papal. El senador Matteo Rosso Orsini confinó a los cardenales en el Septizodium durante la elección de 1241. El cónclave de 1492 fue el primero celebrado en la Capilla Sixtina, sede de todos los cónclaves desde 1878. Desde 1455, solo cinco cónclaves se han celebrado fuera del Palacio Apostólico. El Palacio del Quirinal fue sede de cuatro cónclaves antes de la toma de Roma por las fuerzas de la Unificación de Italia.     "
9M1UGK,Hedi Nefati,"Hedi Nefati –en árabe, هادي نفاتي– (nacido el 15 de agosto de 1997) es un deportista tunecino que compite en taekwondo. Ganó dos medallas en los Juegos Panafricanos en los años 2015 y 2019, y dos medallas en el Campeonato Africano de Taekwondo en los años 2016 y 2018.[1]​[2]​[3]​ "
EDSOFK,Federación Rosarina de Football,"La Federación Rosarina de Football fue una institución de fútbol de la ciudad de Rosario, disidente a la Liga Rosarina de Fútbol. Fue creada en noviembre de 1912[1]​  y disuelta a comienzos de 1914. Estaba directamente afiliada a la Federación Argentina de Football y es por ello que la Asociación del fútbol argentino (ente madre del fútbol de aquel país) la reconoce como oficial. Los equipos rosarinos de la Federación fueron invitados a participar de la Copa de Competencia que se organizó en 1913 (ganada por Rosario Central).[2]​ El año 1912 fue tremendamente desafortunado para el fútbol rosarino. No había prácticamente un partido que terminara normalmente: las agresiones hacia los árbitros, equipos que se iban de la cancha, y resoluciones de dudosa parcialidad emitidas por la Liga Rosarina de Fútbol provocaron un ambiente de caos que determinó la suspensión de los campeonatos. El primer club que se desvinculó fue Sparta, luego le siguió Tiro Federal, cuyos dirigentes mandaron una carta a la Liga, notificándole su desafiliación. La respuesta fue la expulsión del club tirolense. Posteriormente, cuatro jugadores de Rosario Central son designados para jugar contra la Selección uruguaya por la Copa Mariano Reyna: Serapio Acosta, Ignacio Rota, Harry Hayes y Pablo Molina, pero el día del partido no aparecen. Se niegan a jugar debido a que la Liga no convoca para el combinado rosarino a su compañero Zenón Díaz, defensor central clave y usual titular en el combinado de la ciudad. Mandan después una nota a la Liga: ""Ha sido excluido del equipo el señor Zenón Díaz por causas que no comprendemos, siendo, como ha sido siempre, uno de los mejores defensores del equipo y en más de una ocasión su principal apoyo"". A su vez, la Liga suspende a los jugadores por ""rebeldes"". Este hecho, desencadenó en una bifurcación en el camino que hasta aquí venía recorriendo el fútbol rosarino, y al igual que Sparta y Tiro Federal, Rosario Central se desafilió de la Liga. Así, los tres clubes decidieron romper definitivamente con la esta institución, quedando desafíliados de la misma.[3]​ Por ende, el campeonato de Liga de 1912 se suspendió y no hubo un campeón delcarado.[4]​ Así, en 1913 se creó la nueva entidad: la Federación Rosarina de Fútbol, que  instaló su sede en la calle San Lorenzo 1220. A estos tres clubes se unieron Embarcaderos Córdoba y Rosario (que más tarde daría origen a Argentino de Rosario) y Brown de Santa Fe. Asimismo, la Federación rosarina se afilió a la Federación Argentina de Football. A partir de aquel año, la Federación organizó un campeonato de primera división, uno de segunda, uno de tercera y otro de cuarta. A su vez, también se organizó una copa de carácter nacional, reconocida como oficial por la AFA: los equipos de las Federaciones de Rosario y Buenos Aires se enfrentaron entre sí en la Copa Copa de Competencia La Nación en ese 1913. Aquella copa, fue ganada por Rosario Central. El título de Primera quedó en manos de Rosario Central y el escolta acabó siendo Tiro Federal.[5]​[6]​ A su vez, Newell's se consagró campeón en la Liga rosarina de aquel año. Pero como consecuencia de la división, los combinados rosarinos perdieron consistencia porque la fractura de su conducción impidió formar un conjunto sólido. En 1914, se resolvieron los conflictos y ambas competiciones se fusionaron. Así, los clubes que habían sido excluidos de la Liga Rosarina volvieron a competir en la Copa Vila de aquel año. Con este título local, Central dio inicio a una serie inigualada en el fútbol rosarino de cinco logros consecutivos (el de la Federación de 1913 y los de la Copa Vila de 1914, 1915, 1916 y 1917), además de ganar otras 4 copas a nivel nacional en ese lapso. Se comenzó decir que el equipo rosarino ""daba cátedras de fútbol"" y se lo comparó con el Racing Club de Avellaneda; club que prevalecía en Buenos Aires en aquel tiempo y recibía el mote de La Academia.[7]​ De esta manera surgió uno de los apodos que quedarían marcados para siempre en el devenir histórico del equipo centralista: La Academia rosarina. "
